,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WHL22.115545,11717.7998475142,-1.15531365598565,0.0282425123442162,-40.9069009833416,0,0
WHL22.144609,1506.0900943966,2.50784048621416,0.0645516698644092,38.8501256664914,0,0
WHL22.184724,23335.8217948033,1.13532228289554,0.0205425514500009,55.2668584357123,0,0
WHL22.250276,24061.2834470023,-0.954856125008257,0.0192884319296528,-49.5040824723715,0,0
WHL22.415061,4049.99978416038,2.52519949125356,0.0442781764540589,57.0303407565484,0,0
WHL22.415416,15823.1381499106,2.28872555738134,0.0269130241432536,85.041559997079,0,0
WHL22.417635,107551.95766651,1.14366932942146,0.0143983101919727,79.4308022381038,0,0
WHL22.418802,13954.7900546406,-1.12331670742691,0.0263674167997848,-42.6024557489484,0,0
WHL22.42273,6406.14368459877,-1.64585715045576,0.0385046831022869,-42.7443369961928,0,0
WHL22.432902,2025.90558965749,-2.98550094722602,0.0745965861407753,-40.0219514280709,0,0
WHL22.538597,6594.74422708993,-1.30840924401917,0.0317228298279915,-41.2450355505379,0,0
WHL22.598028,245713.36562865,-2.43437252699575,0.0163640855585383,-148.76312631631,0,0
WHL22.613078,5896.70426664473,1.28107977591034,0.033334615198015,38.4309153803168,0,0
WHL22.620148,12921.206129292,1.17664327845467,0.031205925668639,37.7057643137682,0,0
WHL22.7559,4725.85864211567,-1.54301054367491,0.0393519932864806,-39.2104799480389,0,0
WHL22.148654,5483.42677537136,1.21802591150031,0.0325106513913979,37.4654416128554,3.36707516226414e-307,3.62107889481745e-304
WHL22.387632,4020.07081102756,-1.46328625125167,0.039608487336071,-36.9437549794806,9.17523027241637e-299,9.28695219396873e-296
WHL22.12691,6155.78508423328,1.22533466034909,0.0334235327832318,36.6608361927505,3.07504366414689e-294,2.93957090716531e-291
WHL22.192605,11075.6432587421,-0.964497301861562,0.0263974155254632,-36.5375656162702,2.8098093219581e-292,2.54465205278595e-289
WHL22.580820,7260.67728163606,1.08587976706959,0.0300036760169995,36.1915575429606,8.26577720485341e-287,7.11146141819563e-284
WHL22.608229,2526.97483892028,-1.73003614507079,0.0484245200680152,-35.7264489692588,1.53602574644956e-279,1.25859023900751e-276
WHL22.115549,9145.66212612118,-0.970032915159872,0.0288762440374279,-33.5927662164985,2.13947533464962e-247,1.67336145833255e-244
WHL22.498977,564.58644397145,-3.58740312207544,0.109766422186646,-32.6821540741797,2.80039287942251e-234,2.09505914244448e-231
WHL22.397681,7163.63186718066,-1.03405580783876,0.0322760715993075,-32.0378458901717,3.24196668346386e-225,2.32435503009845e-222
WHL22.169409,628.860335908703,3.52272221983555,0.110303463009998,31.9366420936054,8.28116215538313e-224,5.6997582883071e-221
WHL22.307738,3645.91897974794,-1.32121078869667,0.0416192946552893,-31.7451508882975,3.70425403185719e-221,2.45150381254487e-218
WHL22.161068,9800.94217671696,-0.874111107890065,0.0277779809843524,-31.4677696835655,2.39872710007739e-217,1.52869989670487e-214
WHL22.491689,6518.22807348476,-0.936099542156472,0.0305947815724639,-30.596706171584,1.35388835677856e-205,8.32012748396025e-203
WHL22.733408,4555.985740297,1.21762899814358,0.039836688698269,30.5655173141057,3.51763312657084e-205,2.08716942099671e-202
WHL22.610666,849.592287695399,-3.58124139099517,0.1175806218471,-30.4577517514082,9.45771805539739e-204,5.42463181930743e-201
WHL22.310988,22577.8780714899,-0.624997750500585,0.0205855667007053,-30.360968905421,1.80027819774026e-202,9.99270546726343e-200
WHL22.498974,398.186251031577,-3.77076366257141,0.129475903679251,-29.1232851474253,1.82112321955208e-186,9.79252101213519e-184
WHL22.521616,22917.8862030855,-0.611728849615608,0.0210704727912999,-29.0325165303455,2.5583012068749e-185,1.33396026868777e-182
WHL22.619773,1291.11842748312,2.01007896218702,0.0703173681055246,28.5858105378818,1.00856419841523e-179,5.10422475356791e-177
