,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PMI_029287,1168.71363336694,1.18051327084475,0.203110834511194,5.81216296848844,6.16707583224748e-09,1.12568168123184e-06
PMI_003594,873.521534676954,-1.20136524921742,0.207213039010881,-5.79772998336433,6.72185641711177e-09,1.21198350154875e-06
PMI_004297,263.576426997635,-1.644519157201,0.284525124674058,-5.77987325050785,7.47569247701975e-09,1.33166401533418e-06
PMI_007921,69.6552649044349,2.97781719475039,0.516225910289438,5.76843807216262,8.00096031934676e-09,1.40826426573264e-06
PMI_011810,306.605740281022,1.54891814205194,0.268917599658129,5.75982436263395,8.42015054903397e-09,1.46461089255844e-06
PMI_008213,6427.62071593051,-1.00568616038582,0.175101643118023,-5.74344216580516,9.27710586804361e-09,1.59490709603517e-06
PMI_028018,10164.2513277127,-1.06335754575632,0.18522561747376,-5.7408773163192,9.41873102095099e-09,1.60064296718115e-06
PMI_008243,160.222154772201,1.96876943141832,0.343733060509604,5.72761150323891,1.01854490079182e-08,1.71127117706899e-06
PMI_000270,782.571589051208,-1.23488086320996,0.217259463474624,-5.68389907376439,1.31657992002092e-08,2.18714990084375e-06
PMI_014623,246.195842201365,-1.64473878575551,0.289967102128201,-5.67215650907989,1.41011058170568e-08,2.31649832783539e-06
PMI_014841,4468.07520652904,-0.988636692276165,0.175188633344301,-5.64326961974287,1.66850742663935e-08,2.71086618712777e-06
PMI_019513,688.046199390438,-1.21785056412657,0.216385358391898,-5.62815605074769,1.82146269417613e-08,2.92720934058632e-06
PMI_028942,963.392759392583,1.37597884174874,0.245574147090135,5.60310952131172,2.10540096857255e-08,3.34713476562851e-06
PMI_004903,255.038765765576,1.59744117829465,0.286838830420481,5.56912457059228,2.56022401354741e-08,4.02690553620196e-06
PMI_003317,326.647373771082,-1.46497991914772,0.263483315844443,-5.56004813607486,2.69700254290788e-08,4.19738764177821e-06
PMI_010356,295.313603975015,1.55819337810091,0.281110062156565,5.54300107988689,2.97331027634227e-08,4.57920754538755e-06
PMI_000922,2978.69239585325,1.09560926080603,0.197770202972417,5.53980955846433,3.02800751801115e-08,4.6153702220407e-06
