,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WHL22.351128,1050.3440011736,1.24187333153555,0.264712223277935,4.69140909383561,2.71329824948001e-06,0.000198383845086981
WHL22.229694,2995.47993902641,-1.27496642522407,0.271999861843694,-4.6873789441729,2.76726287723232e-06,0.000201361405918417
WHL22.500215,854.664493835713,1.36161337661564,0.290714347227405,4.68368138553046,2.81767882024985e-06,0.000204053616658856
WHL22.701496,157.715124400664,1.63911734713144,0.350249658920205,4.67985422793764,2.87078957570978e-06,0.000206914539655897
WHL22.77417,2009.54868158407,1.29218378403282,0.276571210539898,4.67215579492288,2.98054737340746e-06,0.000213812096484814
WHL22.514835,1471.92812390243,1.14815331172502,0.245883969510991,4.66949233822945,3.01944959719894e-06,0.000214578455486923
WHL22.768124,352.249984377193,1.29480752928225,0.277261446228529,4.6699876484631,3.01217846047723e-06,0.000214578455486923
WHL22.598162,193.277755271111,-1.42792634087493,0.305956173443494,-4.66709439068943,3.05489012075225e-06,0.000216087297471629
WHL22.173984,107.743655175695,2.55042593063101,0.547148141600727,4.66130785561937,3.1420632194196e-06,0.000220205057331489
WHL22.683064,842.406432736977,1.26893384681041,0.272212005259698,4.66156459778403,3.13814537164303e-06,0.000220205057331489
WHL22.17128,100.930641210108,1.68457890119236,0.362070943572646,4.65262107080504,3.27742189710765e-06,0.000228637762436758
WHL22.408813,580.055982604309,1.1729573582324,0.252433871763167,4.64659259092165,3.37462702571138e-06,0.000233278762759175
WHL22.752571,370.31057809931,-1.20964096881949,0.260282332791693,-4.64741865437169,3.36114569969188e-06,0.000233278762759175
WHL22.565040,6882.27518469842,1.26853666244042,0.273872578615134,4.63184985095955,3.62412955135111e-06,0.000249392589216958
WHL22.270612,131.567279641847,1.45185907081427,0.314314197877145,4.61913295874008,3.85346882852307e-06,0.000263979972721526
WHL22.759152,4565.5324415602,1.13838898008429,0.246679260899985,4.61485483591525,3.93370165154344e-06,0.000268267868684631
